ID,Name,Description,URL,Created,Types,Access Modes,Alt. Names / Keywords,Use Proxy,Friendly URL,Subjects,More Info,Map Ct,New,Trial,Featured,Permitted Uses
21456750,e-EROS Encyclopedia of Reagents for Organic Synthesis,"Chemical reactions and the most frequently consulted reagents. Information includes: physical data, solubility, form supplied in and purification.",http://onlinelibrary.wiley.com/book/10.1002/047084289X,5/10/16 14:59,Science and Engineering Library,,eros,Yes,erosencyclopedia,Chemistry,,0,No,No,No,
2504509,e-Marketer,Market research reports that focus on how e-commerce and the Internet affect business and industry. eStat section has statistics and graphs.,https://totalaccess.emarketer.com/Extranet.aspx?vanderbilt,2/20/09 19:56,Management Library,,emarketer e marketer,Yes,emarketer,"Business, Business: Marketing",,48,No,No,No,
36174714,E&E News,"Essential news for energy & environment professionals. Includes Energywire, Climatewire, E&E Daily, Greenwire and E&E News PM.",https://subscriber.politicopro.com/eenews,9/28/17 11:20,Law Library;Science and Engineering Library,,"EE News, energy wire climate wire, green wire",Yes,eenews,"Civil and Environmental Engineering, Earth and Environmental Science, Sociology",,38,No,No,No,
21456739,"Early American Imprints, Series I: Evans, 1639-1800","Complete text of works cited in Charles Evans' American Bibliography, as enhanced by Roger Bristol's Supplement to Evans' American Bibliography. Resource for information about life in 17th- and 18th-century America, from agriculture and auctions through foreign affairs, diplomacy, literature, music, religion, the Revolutionary War, temperance, and witchcraft.",https://infoweb.newsbank.com/?db=EAIX&d_collections=EVAN|EVAN2|EVANS3&d_collectionName=multiple,5/10/16 14:59,Divinity Library,,evans' evan's newsbank readex,Yes,eaievans,"Church/Religious History, English, History, Philosophy",,64,No,No,No,
67554547,"Early American Imprints, Series II: Shaw-Shoemaker, 1801-1819","American books, pamphlets and broadsides published in the early part of the 19th century which are many of the rarest materials published in early America. Based on the noted ""American Bibliography, 1801-1819"" by Ralph R. Shaw and Richard H. Shoemaker.",https://infoweb.newsbank.com/?db=EAIX&d_collections=SHAW|SHAW2|SHAW3|SHAW4|SHAW5&d_collectionName=multiple,7/8/22 9:55,,,shaw shoemaker newsbank readex,Yes,eaishaw,"History, Primary Sources",,24,No,No,No,
35197105,Early Arabic Printed Books from the British Library,"Early printed books in Arabic script. Covering religious literature, law, science, mathematics, astrology, alchemy, medicine, geography, travel, history, chronicles, and literature, and including European translations of Arabic works and Arabic translations of European books.",https://link.gale.com/apps/EAPB?u=nash87800,8/24/17 14:14,,,,Yes,earlyarabicprinted,Religious Studies,,33,No,No,No,
62912771,"Early Modern England: Society, Culture & Everyday Life, 1500-1700","Primary sources that document how prominent families to 'ordinary' people experienced everyday working, family, religious, and administrative life across societies and regions in England.",https://www.earlymodernengland.amdigital.co.uk,8/20/21 10:03,Alumni,,Adam Matthew,Yes,earlymodernengland,"English, History, Primary Sources",,12,No,No,No,
21456741,Early Western Korans,Korans and Koran translations in eight languages.,https://primarysources.brillonline.com/browse/early-western-korans,5/10/16 14:59,Divinity Library,,,Yes,earlywesternkorans,"Primary Sources, Religious Studies",,0,No,No,No,
35197146,East India Company,"Executive papers and factory records of the East India Company charts the history of British trade with the East, politics, and the rise and fall of the British Empire.",http://www.eastindiacompany.amdigital.co.uk,8/24/17 14:15,Alumni,,Adam Matthew,Yes,eastindia,"Economics, History, Primary Sources",Coverage: 1595 to 1947.,35,No,No,No,
78763652,East View Global Press Archive,A comprehensive collection of digital news sources from around the world encompassing newspapers in more than 30 language.,https://gpa.eastview.com/,10/30/24 14:43,,,,Yes,globalpressarchive,"News and Newspapers, Russian",,18,No,No,No,
43017703,Eastern Miscellany: Dong fang za zhi quan wen shu ju ku,Eastern Miscellany: Dong fang za zhi quan wen shu ju ku,http://cpem.cp.com.cn/,7/11/18 15:32,,,Dongfang zazhi,Yes,easternmiscellany,Asian Studies,,4,No,No,No,
21456742,eBook Academic Collection (EBSCOhost),Multidisciplinary ebook titles in a broad range of academic subject matter.,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=e000xna",5/10/16 14:59,,,EBSCOhost Academic eBook Collection,Yes,ebscoebookacademic,General,,10,No,No,No,
21456743,Ebook Central (ProQuest),Ebooks from publishers in all academic subject areas.,http://ebookcentral.proquest.com/lib/vand/search.action,5/10/16 14:59,Peabody Library,,Academic Complete ebrary e brary ebook central ebooks ProQuest,Yes,ebookcentral,General,,27,No,No,No,
52103644,Ebook Central Alumni Access,Ebooks from publishers in all academic subject areas. Alumni login using their VUNetID.,http://proxy.library.vanderbilt.edu:8181/login?url=https://ebookcentral.proquest.com/lib/vand-alumni,1/31/20 9:30,Alumni,,Academic Complete Proquest ebooks,No,ebookcentralalumni,General,,0,No,No,No,
2518836,eBook Collection (EBSCOhost),Large collection of ebooks in many subjects.,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=nlebk",2/26/13 19:19,Management Library;Peabody Library,,net library netlibrary,Yes,ebscoebookcollection,"Business, Education, French, General, Italian, Latin American Studies, Political Science, Portuguese, Spanish","Access Note: Titles restricted to 1 user at a time and become available to other users after 30 minutes of inactivity. Create a user account (click ""Sign In"" at the top and then ""Create a New Account"") for many more options, such as saving, folders, and alerts.",25,No,No,No,
49949757,EBSCOhost,Search all databases available through EBSCO.,https://research.ebsco.com/c/izd5k3,9/6/19 10:02,,,EBSCO,Yes,ebscohost,General,,204,No,No,No,
21456744,EBSCOhost Mobile,Use this link to access Business Source Complete on mobile.,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=mobile&RC=55101",5/10/16 14:59,Biomedical Library;Management Library,,,Yes,ebscohostmobile,"Biomedical/Health Sciences, Business, Nursing","Access Note: With the exception of Business Source Premier, Ebscohost will auto detect a mobile device when accessing a database.",0,No,No,No,
2504502,EconLit with Full Text,"Comprehensive, indexed bibliography with selected abstracts of the world's economic literature, produced by the American Economic Association. Includes working papers which have been licensed from the Cambridge University Press.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=eoh",2/20/09 17:34,Law Library;Management Library;Peabody Library,,econ lit econlist,Yes,econlit,"Business, Business: Finance and Markets, Economics, Latin American Studies, Law, Medicine, Health and Society, Political Science, Public Policy Studies",Coverage: 1969 to present.;,39,No,No,No,
21456745,Economist (Historical Archive),"Historical archive of The Economist. Primary source for politics, current affairs, business, and trade. Topic and area supplements and surveys.",https://link.gale.com/apps/ECON?u=nash87800,5/10/16 14:59,,,,Yes,economist,"Economics, History, Primary Sources",Coverage:1843 - 2020,89,No,No,No,
2520571,EDGAR,"US government database of public company filings collected by the U.S. Securities and Exchange Commission. Full-text of company annual 10-K reports, quarterly 10-Q reports, proxy statements, prospectus, etc.",http://www.sec.gov/edgar/searchedgar/webusers.htm,7/2/13 19:27,Law Library;Management Library;Peabody Library,,,No,edgar,"Business, Business: Finance and Markets, Government Information, Law",Vendor Tutorials: http://www.sec.gov/edgar/quickedgar.htm,4,No,No,No,
21456746,Education Full Text,"Articles, periodicals, yearbooks, series, and supplements on special education, educational tests, adult education, multicultural/ethnic education, teaching methods, continuing education, literacy standards, multicultural/ethnic education, etc.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=eft&defaultdb=eir",5/10/16 14:59,Peabody Library,,,Yes,educationft,"Education, Juvenile Literature, Psychology",Coverage: 1929 to present. Full text begins 1996,38,No,No,No,
21456748,EEBO - Early English Books Online,Digital facsimile page images of virtually every work printed in English from 1473-1700.,https://search.proquest.com/eebo?accountid=14816,5/10/16 14:59,Divinity Library,,pollard and redgrave short title catalog thomason tracts short title catalog Thomason Tracts,Yes,eebo,"Church/Religious History, English, History, Philosophy",,107,No,No,No,
21456740,EEBO - Early English Books Online -- Text Creation Partnership,"Standardized, accurate XML/SGML encoded electronic text editions of early print books. Transcribed and marked up text from the millions of page images in Early English Books Online.",http://ets.umdl.umich.edu/e/eebo/,5/10/16 14:59,Divinity Library,,pollard and redgrave EEBO,Yes,eebotextcreation,"Church/Religious History, English, History, Philosophy",,2,No,No,No,
21456749,EENews.net,"Comprehensive coverage of environmental and energy policy and markets. Titles include  ClimateWire, Environment & Energy Daily, GreenWire, and Land Letter.",http://www.eenews.net,5/10/16 14:59,Law Library,,,Yes,eenewslaw,Law,Access Note: Access restricted to members of the Vanderbilt Law School community.,5,No,No,No,
